PROCEDIMENTO,RN(alteração),VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
CINTURA,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS REVISÃO CIRÚRGICA DE PRÓTESE DE OMBRO HCO HSO REFARTICULAÇÃO ESCÁPULO-UMERAL E,,,,,,,,,,Subgrupo,Grupo,Capítulo
CINTURA,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS TRANSFERÊNCIAS MUSCULARES AO NÍVEL DO OMBRO HCO HSO REFARTICULAÇÃO ESCÁPULO-UMERAL E,,,,,,,,,,Subgrupo,Grupo,Capítulo
CINTURA,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS ABAIXAMENTO MIOTENDINOSO NO ANTEBRAÇO HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS ABSCESSOS DE DEDO (DRENAGEM) - TRATAMENTO CIRÚRGICO AMB HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS AGENESIA DE RÁDIO (CENTRALIZAÇÃO DA ULNA NO CARPO) HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS ALONGAMENTO DO RÁDIO/ULNA - TRATAMENTO CIRÚRGICO HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS ALONGAMENTO DOS OSSOS DO ANTEBRAÇO COM FIXADOR EXTERNO DINÂMICO - TRATAMENTO CIRÚRGICO HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS ALONGAMENTOS TENDINOSOS DE MÃO HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS AMPUTAÇÃO AO NÍVEL DO ANTEBRAÇO - TRATAMENTO CIRÚRGICO HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS AMPUTAÇÃO AO NÍVEL DO BRAÇO - TRATAMENTO CIRÚRGICO HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS AMPUTAÇÃO AO NÍVEL DOS METACARPIANOS - TRATAMENTO CIRÚRGICO HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS AMPUTAÇÃO DE DEDO (CADA) - TRATAMENTO CIRÚRGICO HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS AMPUTAÇÃO TRANSMETACARPIANA COM TRANSPOSIÇÃO DE DEDO HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS ARTRODESE - TRATAMENTO CIRÚRGICO HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS ARTRODESE ENTRE OS OSSOS DO CARPO HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS ARTRODESE INTERFALANGEANA / METACARPOFALANGEANA - TRATAMENTO CIRÚRGICO HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTRODESE,,,OD,,HCO,HSO,REF,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS ARTROPLASTIA COM IMPLANTE - TRATAMENTO CIRÚRGICO HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS ARTROPLASTIA COM IMPLANTE NA MÃO (MF OU IF) HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS ARTROPLASTIA DO PUNHO (COM IMPLANTE) - TRATAMENTO CIRÚRGICO HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS ARTROPLASTIA INTERFALANGEANA / METACARPOFALANGEANA - TRATAMENTO CIRÚRGICO HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS ARTROPLASTIA PARA OSSOS DO CARPO (COM IMPLANTE) - TRATAMENTO CIRÚRGICO HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS ARTROPLASTIAS SEM IMPLANTE - TRATAMENTO CIRÚRGICO HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS ARTROTOMIA - TRATAMENTO CIRÚRGICO HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS BIÓPSIA CIRÚRGICA AMB HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS BIÓPSIA CIRÚRGICA DO ANTEBRAÇO AMB HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS BIÓPSIA CIRÚRGICA DO ÚMERO HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS BIÓPSIA CIRÚRGICA DOS OSSOS DA MÃO AMB HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS BRIDAS CONGÊNITAS - TRATAMENTO CIRÚRGICO HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS CAPSULECTOMIA METACARPO-FALANGEANA OU INTERFALANGEANA HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS CENTRALIZAÇÃO DA ULNA (TRATAMENTO DA MÃO TORTA RADIAL) HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS COTO DE AMPUTAÇÃO DIGITAL - REVISÃO AMB HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS DEDO COLO DE CISNE - TRATAMENTO CIRÚRGICO HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS DEDO EM BOTOEIRA - TRATAMENTO CIRÚRGICO HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
"ARTICULAÇÕESPROCEDIMENTOS DEDO EM GATILHO, CAPSULOTOMIA / FASCIOTOMIA - TRATAMENTO CIRÚRGICO HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E",,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS,,,,,,,,,,Subgrupo,Grupo,Capítulo
DEDO,,,,,HCO,HSO,REF,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS DEDO EM MARTELO - TRATAMENTO CONSERVADOR AMB HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS DESARTICULAÇÃO AO NÍVEL DO COTOVELO - TRATAMENTO CIRÚRGICO HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS ENXERTO ÓSSEO (PERDA DE SUBSTÂNCIA) - TRATAMENTO CIRÚRGICO HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS EXPLORAÇÃO CIRÚRGICA DE TENDÃO DE MÃO HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS FALANGIZAÇÃO HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS FIXADOR EXTERNO DINÂMICO COM OU SEM ALONGAMENTO - TRATAMENTO CIRÚRGICO HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS FRATURA (INCLUINDO DESCOLAMENTO EPIFISÁRIO) - REDUÇÃO INCRUENTA AMB HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS FRATURA (INCLUINDO DESCOLAMENTO EPIFISÁRIO) - TRATAMENTO CIRÚRGICO HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS FRATURA DE BENNETT - TRATAMENTO CIRÚRGICO AMB HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS FRATURA DE OSSO DO CARPO - REDUÇÃO CIRÚRGICA HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS FRATURA DE PUNHO - TRATAMENTO CONSERVADOR AMB HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS FRATURA DO CARPO - REDUÇÃO INCRUENTA AMB HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS FRATURA DO METACARPIANO - TRATAMENTO CONSERVADOR AMB HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS FRATURA E/OU LUXAÇÕES (INCLUINDO DESCOLAMENTO EPIFISÁRIO) - REDUÇÃO INCRUENTA AMB HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS FRATURA VICIOSAMENTE CONSOLIDADA DE ANTEBRAÇO - TRATAMENTO CIRÚRGICO HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS FRATURAS / PSEUDARTROSES / ARTROSES / COM FIXADOR EXTERNO DINÂMICO - TRATAMENTO CIRÚRGICO HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS FRATURAS DE FALANGES OU METACARPIANOS - REDUÇÃO INCRUENTA AMB HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS FRATURAS DE FALANGES OU METACARPIANOS - TRATAMENTO CIRÚRGICO C/ FIXAÇÃO HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS,,,,,,,,,,Subgrupo,Grupo,Capítulo
FRATURAS,,,,AMB,HCO,HSO,REF,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS FRATURAS E OU LUXAÇÕES - REDUÇÃO INCRUENTA AMB HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS FRATURAS E OU LUXAÇÕES - TRATAMENTO CIRÚRGICO HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS FRATURAS E PSEUDARTROSES - FIXADOR EXTERNO - TRATAMENTO CIRÚRGICO HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS FRATURAS E/OU LUXAÇÕES DE FALANGES (INTERFALANGEANAS) - REDUÇÃO INCRUENTA HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS FRATURAS E/OU LUXAÇÕES DE FALANGES (INTERFALANGEANAS) - TRATAMENTO CIRÚRGICO HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS FRATURAS E/OU LUXAÇÕES DE METACARPIANOS - REDUÇÃO INCRUENTA AMB HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS LESÕES LIGAMENTARES - REDUÇÃO INCRUENTA AMB HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS LESÕES LIGAMENTARES AGUDAS OU CRÔNICAS DA MÃO - REPARAÇÃO CIRÚRGICA HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS LIGAMENTOPLASTIA COM ÂNCORA HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS LUXAÇÃO DO CARPO - REDUÇÃO INCRUENTA HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS LUXAÇÃO METACARPOFALANGEANA-TRATAMENTO CIRÚRGICO HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS OSTEOMIELITE DE ÚMERO - TRATAMENTO CIRÚRGICO HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS OSTEOMIELITE DE ÚMERO - TRATAMENTO INCRUENTO AMB HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS OSTEOMIELITE DOS OSSOS DO ANTEBRAÇO - TRATAMENTO CIRÚRGICO HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS,,,,,,,,,,Subgrupo,Grupo,Capítulo
OSTEOSSÍNTESE FIXADOR EXTERNOAMB HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS POLICIZAÇÃO OU TRANSFERÊNCIA DIGITAL HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS POLIDACTILIA ARTICULADA - TRATAMENTO CIRÚRGICO HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS POLIDACTILIA NÃO ARTICULADA - TRATAMENTO CIRÚRGICO AMB HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS,,,,,,,,,,Subgrupo,Grupo,Capítulo
PRÓTESE,,,,,HCO,HSO,REF,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS PSEUDARTROSE DO ESCAFÓIDE - TRATAMENTO CIRÚRGICO HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS PSEUDARTROSE DOS OSSOS DA MÃO - TRATAMENTO CIRÚRGICO HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
"ARTICULAÇÕESPROCEDIMENTOS PSEUDARTROSES, OSTEOTOMIAS, ALONGAMENTOS/ENCURTAMENTOS - TRATAMENTO CIRÚRGICO HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E",,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS RECONSTRUÇÃO DA FALANGE COM RETALHO HOMODIGITAL AMB HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS RECONSTRUÇÃO DE LEITO UNGUEAL AMB HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS RECONSTRUÇÃO DO POLEGAR COM RETALHO HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS REDUÇÂO INCRUENTA DAS ROTURAS DO APARELHO EXTENSOR DE DEDO AMB HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS REIMPLANTE DE MEMBROS OU PARTES HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS REPARAÇÃO LIGAMENTAR DO CARPO HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS REPARAÇÕES CUTÂNEAS COM RETALHO AMB HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS RESSECÇÃO 1ª FILEIRA DOS OSSOS DO CARPO HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS RESSECÇÃO DA CABEÇA DO RÁDIO E/ OU DA EXTREMIDADE DISTAL ULNA HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS RESSECÇÃO DE APONEUROSE PALMAR HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS RESSECÇÃO DE CISTO SINOVIAL AMB HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS RESSECÇÃO DE OSSO DO CARPO HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS RESSECÇÃO DO PROCESSO ESTILÓIDE DO RÁDIO HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS REVASCULARIZAÇÃO DE DEDOS HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS SEQUESTRECTOMIA HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS,,,,,,,,,,Subgrupo,Grupo,Capítulo
SINOVECTOMIA,,,,,HCO,HSO,REF,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS SINOVECTOMIA DE PUNHO HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS TRANSPOSIÇÃO DE DEDO HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS TRANSPOSIÇÃO DO RÁDIO PARA ULNA HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS TRATAMENTO CIRÚRGICO DA ARTRODIASTASE COM OU SEM FIXADOR EXTERNO HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS TRATAMENTO CIRÚRGICO DA CONTRATURA ISQUÊMICA DE MÃO HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS TRATAMENTO CIRÚRGICO DA CONTRATURA ISQUÊMICA DE VOLKMANN HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS TRATAMENTO CIRÚRGICO DA DESARTICULAÇÃO DO PUNHO HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS TRATAMENTO CIRÚRGICO DA OSTEOMIELITE HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS,,,,,,,,,,Subgrupo,Grupo,Capítulo
TRATAMENTO TENDINOSOHCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS TRATAMENTO CIRÚRGICO DA SINDACTILIA COM OU SEM EMPREGO DE EXPANSOR HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
ARTICULAÇÕESPROCEDIMENTOS TRATAMENTO CIRÚRGICO DA SINDACTILIA MÚLTIPLA COM EMPREGO DE EXPANSOR HCO HSO REF MEMBROS SUPERIORESSISTEMA MÚSCULO-ESQUELÉTICO E,,,,,,,,,,Subgrupo,Grupo,Capítulo
